"id","name","screen_name","statuses_count","followers_count","friends_count","favourites_count","listed_count","url","lang","time_zone","location","default_profile","default_profile_image","geo_enabled","profile_image_url","profile_banner_url","profile_use_background_image","profile_background_image_url_https","profile_text_color","profile_image_url_https","profile_sidebar_border_color","profile_background_tile","profile_sidebar_fill_color","profile_background_image_url","profile_background_color","profile_link_color","utc_offset","is_translator","follow_request_sent","protected","verified","notifications","description","contributors_enabled","following","created_at","timestamp","crawled_at","updated"
"21478911","TMJ- CLT Util Jobs","tmj_clt_util","4","344","295","0","5","https://t.co/DByWt45HZj","en","Eastern Time (US & Canada)","Charlotte, NC",,,"1","http://pbs.twimg.com/profile_images/672591798120808448/imQtp9pZ_normal.jpg","https://pbs.twimg.com/profile_banners/21478911/1449193357","1","https://pbs.twimg.com/profile_background_images/315563419/Twitter-BG_2_bg-image.jpg","000000","https://pbs.twimg.com/profile_images/672591798120808448/imQtp9pZ_normal.jpg","000000",,"407DB0","http://pbs.twimg.com/profile_background_images/315563419/Twitter-BG_2_bg-image.jpg","253956","4A913C","-14400",,,,,,"Follow this account for geo-targeted Utilities job tweets in Charlotte, NC. Need help? Tweet us at @CareerArc!",,,"Sat Feb 21 12:04:47 +0000 2009","2009-02-21 13:04:47","2016-03-15 13:48:59","2016-03-15 13:48:59"
"21479094","TMJ - SFO Util Jobs","tmj_sfo_util","3","353","322","0","16","https://t.co/DByWt45HZj","en","Eastern Time (US & Canada)","San Francisco, CA",,,"1","http://pbs.twimg.com/profile_images/672606541803970560/afs_skQr_normal.jpg","https://pbs.twimg.com/profile_banners/21479094/1449196872","1","https://pbs.twimg.com/profile_background_images/315563347/Twitter-BG_2_bg-image.jpg","000000","https://pbs.twimg.com/profile_images/672606541803970560/afs_skQr_normal.jpg","000000",,"407DB0","http://pbs.twimg.com/profile_background_images/315563347/Twitter-BG_2_bg-image.jpg","253956","4A913C","-14400",,,,,,"Follow this account for geo-targeted Utilities job tweets in San Francisco, CA. Need help? Tweet us at @CareerArc!",,,"Sat Feb 21 12:09:26 +0000 2009","2009-02-21 13:09:26","2016-03-15 13:48:59","2016-03-15 13:48:59"
"21479204","TMJ - WAS Util Jobs","tmj_dc_util","1","323","294","0","2","https://t.co/DByWt45HZj","en","Eastern Time (US & Canada)","Washington, DC",,,"1","http://pbs.twimg.com/profile_images/672621962598858752/35-y9lIA_normal.jpg","https://pbs.twimg.com/profile_banners/21479204/1449200549","1","https://pbs.twimg.com/profile_background_images/315962950/Twitter-BG_2_bg-image.jpg","000000","https://pbs.twimg.com/profile_images/672621962598858752/35-y9lIA_normal.jpg","000000",,"407DB0","http://pbs.twimg.com/profile_background_images/315962950/Twitter-BG_2_bg-image.jpg","253956","4A913C","-14400",,,,,,"Follow this account for geo-targeted Utilities job tweets in DC Metro. Need help? Tweet us at @CareerArc!",,,"Sat Feb 21 12:12:01 +0000 2009","2009-02-21 13:12:01","2016-03-15 13:48:59","2016-03-15 13:48:59"
"21479275","TMJ - JAX Util Jobs","tmj_jax_util","4","311","292","0","4","https://t.co/DByWt45HZj","en","Eastern Time (US & Canada)","Jacksonville, FL",,,"1","http://pbs.twimg.com/profile_images/672611620544122880/-4uUqr4g_normal.jpg","https://pbs.twimg.com/profile_banners/21479275/1449198083","1","https://pbs.twimg.com/profile_background_images/315963136/Twitter-BG_2_bg-image.jpg","000000","https://pbs.twimg.com/profile_images/672611620544122880/-4uUqr4g_normal.jpg","000000",,"407DB0","http://pbs.twimg.com/profile_background_images/315963136/Twitter-BG_2_bg-image.jpg","253956","4A913C","-14400",,,,,,"Follow this account for geo-targeted Utilities job tweets in Jacksonville, FL. Need help? Tweet us at @CareerArc!",,,"Sat Feb 21 12:13:37 +0000 2009","2009-02-21 13:13:37","2016-03-15 13:48:59","2016-03-15 13:48:59"
"21479334","TMJ - CHI Util Jobs","tmj_chi_util","6","339","298","0","7","https://t.co/DByWt45HZj","en","Eastern Time (US & Canada)","Chicago, IL",,,"1","http://pbs.twimg.com/profile_images/672631946585890817/g0UOuKrG_normal.jpg","https://pbs.twimg.com/profile_banners/21479334/1449202929","1","https://pbs.twimg.com/profile_background_images/315563252/Twitter-BG_2_bg-image.jpg","000000","https://pbs.twimg.com/profile_images/672631946585890817/g0UOuKrG_normal.jpg","000000",,"407DB0","http://pbs.twimg.com/profile_background_images/315563252/Twitter-BG_2_bg-image.jpg","253956","4A913C","-14400",,,,,,"Follow this account for geo-targeted Utilities job tweets in Chicago, IL. Need help? Tweet us at @CareerArc!",,,"Sat Feb 21 12:15:21 +0000 2009","2009-02-21 13:15:21","2016-03-15 13:48:59","2016-03-15 13:48:59"
"21479394","TMJ - BOS Util Jobs","tmj_bos_util","3","316","298","0","5","https://t.co/DByWt45HZj","en","Eastern Time (US & Canada)","Boston, MA",,,"1","http://pbs.twimg.com/profile_images/672616575585808384/lAxOG1jl_normal.jpg","https://pbs.twimg.com/profile_banners/21479394/1449199264","1","https://pbs.twimg.com/profile_background_images/315963067/Twitter-BG_2_bg-image.jpg","000000","https://pbs.twimg.com/profile_images/672616575585808384/lAxOG1jl_normal.jpg","000000",,"407DB0","http://pbs.twimg.com/profile_background_images/315963067/Twitter-BG_2_bg-image.jpg","253956","4A913C","-14400",,,,,,"Follow this account for geo-targeted Utilities job tweets in Boston, MA. Need help? Tweet us at @CareerArc!",,,"Sat Feb 21 12:16:58 +0000 2009","2009-02-21 13:16:58","2016-03-15 13:48:59","2016-03-15 13:48:59"
"21479442","TMJ - DFW Util Jobs","tmj_dfw_util","15","370","293","0","14","https://t.co/DByWt45HZj","en","Eastern Time (US & Canada)","DFW, Texas",,,"1","http://pbs.twimg.com/profile_images/672627168325709825/KdmkY_r__normal.jpg","https://pbs.twimg.com/profile_banners/21479442/1449201790","1","https://pbs.twimg.com/profile_background_images/315563262/Twitter-BG_2_bg-image.jpg","000000","https://pbs.twimg.com/profile_images/672627168325709825/KdmkY_r__normal.jpg","000000",,"407DB0","http://pbs.twimg.com/profile_background_images/315563262/Twitter-BG_2_bg-image.jpg","253956","4A913C","-14400",,,,,,"Follow this account for geo-targeted Utilities job tweets in DFW, Texas. Need help? Tweet us at @CareerArc!",,,"Sat Feb 21 12:18:18 +0000 2009","2009-02-21 13:18:18","2016-03-15 13:48:59","2016-03-15 13:48:59"
"21479515","TMJ - NYC Util Jobs","tmj_nyc_util","5","353","295","0","10","https://t.co/DByWt45HZj","en","Eastern Time (US & Canada)","New York, NY",,,"1","http://pbs.twimg.com/profile_images/672601593758420992/OGgNItbC_normal.jpg","https://pbs.twimg.com/profile_banners/21479515/1449195692","1","https://pbs.twimg.com/profile_background_images/315563366/Twitter-BG_2_bg-image.jpg","000000","https://pbs.twimg.com/profile_images/672601593758420992/OGgNItbC_normal.jpg","000000",,"407DB0","http://pbs.twimg.com/profile_background_images/315563366/Twitter-BG_2_bg-image.jpg","253956","4A913C","-14400",,,,,,"Follow this account for geo-targeted Utilities job tweets in New York, NY. Need help? Tweet us at @CareerArc!",,,"Sat Feb 21 12:19:38 +0000 2009","2009-02-21 13:19:38","2016-03-15 13:48:59","2016-03-15 13:48:59"
"21479634","TMJ - CHH Util Jobs","tmj_chh_util","2","313","291","0","3","https://t.co/DByWt45HZj","en","Eastern Time (US & Canada)","Columbus, OH",,,"1","http://pbs.twimg.com/profile_images/672636925262479360/UGSdoWjx_normal.jpg","https://pbs.twimg.com/profile_banners/21479634/1449204116","1","https://pbs.twimg.com/profile_background_images/315962911/Twitter-BG_2_bg-image.jpg","000000","https://pbs.twimg.com/profile_images/672636925262479360/UGSdoWjx_normal.jpg","000000",,"407DB0","http://pbs.twimg.com/profile_background_images/315962911/Twitter-BG_2_bg-image.jpg","253956","4A913C","-14400",,,,,,"Follow this account for geo-targeted Utilities job tweets in Columbus, OH. Need help? Tweet us at @CareerArc!",,,"Sat Feb 21 12:21:55 +0000 2009","2009-02-21 13:21:55","2016-03-15 13:48:59","2016-03-15 13:48:59"
"21479698","TMJ - BAL Util Jobs","tmj_bal_util","1","303","292","0","2","https://t.co/DByWt45HZj","en","Eastern Time (US & Canada)","Baltimore, MD",,,"1","http://pbs.twimg.com/profile_images/672641892513800192/PJQXAVqg_normal.jpg","https://pbs.twimg.com/profile_banners/21479698/1449205300","1","https://pbs.twimg.com/profile_background_images/315563191/Twitter-BG_2_bg-image.jpg","000000","https://pbs.twimg.com/profile_images/672641892513800192/PJQXAVqg_normal.jpg","000000",,"407DB0","http://pbs.twimg.com/profile_background_images/315563191/Twitter-BG_2_bg-image.jpg","253956","4A913C","-14400",,,,,,"Follow this account for geo-targeted Utilities job tweets in Baltimore, MD. Need help? Tweet us at @CareerArc!",,,"Sat Feb 21 12:23:02 +0000 2009","2009-02-21 13:23:02","2016-03-15 13:48:59","2016-03-15 13:48:59"
