"id","name","screen_name","statuses_count","followers_count","friends_count","favourites_count","listed_count","url","lang","time_zone","location","default_profile","default_profile_image","geo_enabled","profile_image_url","profile_banner_url","profile_use_background_image","profile_background_image_url_https","profile_text_color","profile_image_url_https","profile_sidebar_border_color","profile_background_tile","profile_sidebar_fill_color","profile_background_image_url","profile_background_color","profile_link_color","utc_offset","is_translator","follow_request_sent","protected","verified","notifications","description","contributors_enabled","following","created_at","timestamp","crawled_at","updated"
"325403988","Borremans Bellman","borremanstpdri2","48","0","1","0","1",,"en",,,,,,"http://pbs.twimg.com/profile_images/1416881597/f_30_w_0113_normal.jpg",NULL,"1","https://abs.twimg.com/images/themes/theme10/bg.gif","3D1957","https://pbs.twimg.com/profile_images/1416881597/f_30_w_0113_normal.jpg","65B0DA","1","7AC3EE","http://abs.twimg.com/images/themes/theme10/bg.gif","642D8B","FF0000",,,,,,,,,,"Tue Jun 28 07:15:18 +0000 2011","2011-06-28 09:15:18","2016-03-15 11:39:07","2016-03-15 11:39:07"
"3298943021","Reward Crazy","CrazyPrize66244","52","0","6","0","0","http://t.co/wCBL5xhOdq","en",,,"1",,,"http://pbs.twimg.com/profile_images/607415512901914624/sPkv681A_normal.jpg","https://pbs.twimg.com/profile_banners/3298943021/1433654121","1","https://abs.twimg.com/images/themes/theme1/bg.png","333333","https://pbs.twimg.com/profile_images/607415512901914624/sPkv681A_normal.jpg","C0DEED",,"DDEEF6","http://abs.twimg.com/images/themes/theme1/bg.png","C0DEED","0084B4",,,,,,,"Have a special code? Click the linky below:",,,"Tue May 26 08:13:25 +0000 2015","2015-05-26 10:13:25","2016-03-15 11:39:07","2016-03-15 11:39:07"
"3305460917","Reward Patrol","CrazyPrize75229","39","0","4","0","0","http://t.co/c4Yxb1wFKj","en",,,"1",,,"http://pbs.twimg.com/profile_images/607418166445080577/NvLxKirL_normal.jpg","https://pbs.twimg.com/profile_banners/3305460917/1433654753","1","https://abs.twimg.com/images/themes/theme1/bg.png","333333","https://pbs.twimg.com/profile_images/607418166445080577/NvLxKirL_normal.jpg","C0DEED",,"DDEEF6","http://abs.twimg.com/images/themes/theme1/bg.png","C0DEED","0084B4",,,,,,,"Have an invitation password? Click the link below:",,,"Mon Jun 01 09:58:30 +0000 2015","2015-06-01 11:58:30","2016-03-15 11:39:07","2016-03-15 11:39:07"
"179562837","Dana Shemesh","danashemesh","304","0","0","0","1",,"en",,,"1",,,"http://pbs.twimg.com/profile_images/1105049124/35799_133800409974151_100000325798124_241986_3308903_n_normal.jpg",NULL,"1","https://abs.twimg.com/images/themes/theme1/bg.png","333333","https://pbs.twimg.com/profile_images/1105049124/35799_133800409974151_100000325798124_241986_3308903_n_normal.jpg","C0DEED",,"DDEEF6","http://abs.twimg.com/images/themes/theme1/bg.png","C0DEED","0084B4",,,,,,,,,,"Tue Aug 17 16:09:13 +0000 2010","2010-08-17 18:09:13","2016-03-15 11:39:07","2016-03-15 11:39:07"
"179295032","Davina Vanwey","DavinaVanwey428","1883","0","0","0","1",,"en",,,"1","1",,"http://abs.twimg.com/sticky/default_profile_images/default_profile_0_normal.png",NULL,"1","https://abs.twimg.com/images/themes/theme1/bg.png","333333","https://abs.twimg.com/sticky/default_profile_images/default_profile_0_normal.png","C0DEED",,"DDEEF6","http://abs.twimg.com/images/themes/theme1/bg.png","C0DEED","0084B4",,,,,,,,,,"Tue Aug 17 00:02:18 +0000 2010","2010-08-17 02:02:18","2016-03-15 11:39:07","2016-03-15 11:39:07"
"265622430","DougButabi","DougieButabi","21194","187","42","11962","9",,"en","Eastern Time (US & Canada)",,,,"1","http://pbs.twimg.com/profile_images/468435476567691264/j6Da-EhN_normal.jpeg",NULL,"1","https://pbs.twimg.com/profile_background_images/401609097/66_original.jpg","333333","https://pbs.twimg.com/profile_images/468435476567691264/j6Da-EhN_normal.jpeg","C0DEED","1","DDEEF6","http://pbs.twimg.com/profile_background_images/401609097/66_original.jpg","C0DEED","0084B4","-14400",,,,,,,,,"Sun Mar 13 21:57:38 +0000 2011","2011-03-13 22:57:38","2016-03-15 11:39:07","2016-03-15 11:39:07"
"117014468","Emma Jesse","eddy95680","1871","13","0","0","2",,"en",,"96801@Honolulu","1","1",,"http://abs.twimg.com/sticky/default_profile_images/default_profile_4_normal.png",NULL,"1","https://abs.twimg.com/images/themes/theme1/bg.png","333333","https://abs.twimg.com/sticky/default_profile_images/default_profile_4_normal.png","C0DEED",,"DDEEF6","http://abs.twimg.com/images/themes/theme1/bg.png","C0DEED","0084B4",,,,,,,"No matter how old you get, hug and kiss your mother whenever you greet her.",,,"Wed Feb 24 08:00:21 +0000 2010","2010-02-24 09:00:21","2016-03-15 11:39:07","2016-03-15 11:39:07"
"101647448","EdlynEdolie","EdlynEdolie","3261","125","28","0","2",,"en","Alaska","new zealand ","1",,,"http://pbs.twimg.com/profile_images/608744656/2ae771e389525a5e_normal.jpg",NULL,"1","https://abs.twimg.com/images/themes/theme1/bg.png","333333","https://pbs.twimg.com/profile_images/608744656/2ae771e389525a5e_normal.jpg","C0DEED",,"DDEEF6","http://abs.twimg.com/images/themes/theme1/bg.png","C0DEED","0084B4","-28800",,,,,,,,,"Mon Jan 04 03:33:14 +0000 2010","2010-01-04 04:33:14","2016-03-15 11:39:07","2016-03-15 11:39:07"
"240564823","Eyad","eyadharb","92","30","0","0","0",,"en",,,"1",,,"http://pbs.twimg.com/profile_images/578154801554272257/7uHSM8m2_normal.jpeg",NULL,"1","https://abs.twimg.com/images/themes/theme1/bg.png","333333","https://pbs.twimg.com/profile_images/578154801554272257/7uHSM8m2_normal.jpeg","C0DEED",,"DDEEF6","http://abs.twimg.com/images/themes/theme1/bg.png","C0DEED","0084B4",,,,,,,,,,"Thu Jan 20 06:22:28 +0000 2011","2011-01-20 07:22:28","2016-03-15 11:39:07","2016-03-15 11:39:07"
"184667668","Orapan Saeten","faamkai","413","258","1202","0","3","http://t.co/1mOsp4poiq","en",,,"1","1",,"http://abs.twimg.com/sticky/default_profile_images/default_profile_3_normal.png",NULL,"1","https://abs.twimg.com/images/themes/theme1/bg.png","333333","https://abs.twimg.com/sticky/default_profile_images/default_profile_3_normal.png","C0DEED",,"DDEEF6","http://abs.twimg.com/images/themes/theme1/bg.png","C0DEED","0084B4",,,,,,,,,,"Mon Aug 30 04:47:49 +0000 2010","2010-08-30 06:47:49","2016-03-15 11:39:07","2016-03-15 11:39:07"
