"id","name","screen_name","statuses_count","followers_count","friends_count","favourites_count","listed_count","url","lang","time_zone","location","default_profile","default_profile_image","geo_enabled","profile_image_url","profile_banner_url","profile_use_background_image","profile_background_image_url_https","profile_text_color","profile_image_url_https","profile_sidebar_border_color","profile_background_tile","profile_sidebar_fill_color","profile_background_image_url","profile_background_color","profile_link_color","utc_offset","is_translator","follow_request_sent","protected","verified","notifications","description","contributors_enabled","following","created_at","timestamp","crawled_at","updated"
"2355955040","Prize Giveaways","PrizeCrazy66450","716","86","78","0","4","http://t.co/CF0tmHKIHk","en-gb","Hawaii",,,,,"http://pbs.twimg.com/profile_images/457368404295315456/IgkZqoui_normal.jpeg","https://pbs.twimg.com/profile_banners/2355955040/1397880107","1","https://pbs.twimg.com/profile_background_images/457368505466097666/gb8u_bYy.jpeg","333333","https://pbs.twimg.com/profile_images/457368404295315456/IgkZqoui_normal.jpeg","FFFFFF",,"DDEEF6","http://pbs.twimg.com/profile_background_images/457368505466097666/gb8u_bYy.jpeg","FFFFFF","7E0306","-36000",,,,,,"NOTICE TO WINNERS: A unique prize code is necessary to enter our private contest. Click the link below:",,,"Sat Feb 22 07:22:34 +0000 2014","2014-02-22 08:22:34","2014-05-05 21:59:19","2016-03-14 15:46:02"
"2368624550","Prize Giveaways","Prizetopia43484","779","87","79","0","2","http://t.co/3agfNy4i4S","en-gb","Hawaii",,,,,"http://pbs.twimg.com/profile_images/457042600055169025/rRAX-l-z_normal.jpeg","https://pbs.twimg.com/profile_banners/2368624550/1397802424","1","https://pbs.twimg.com/profile_background_images/457042657047351296/lESdJ7hA.jpeg","333333","https://pbs.twimg.com/profile_images/457042600055169025/rRAX-l-z_normal.jpeg","FFFFFF",,"DDEEF6","http://pbs.twimg.com/profile_background_images/457042657047351296/lESdJ7hA.jpeg","FFFFFF","7E0306","-36000",,,,,,"NOTICE TO WINNERS: A unique invite code is needed 2 enter our private sweeps. Click the link below:",,,"Sun Mar 02 09:38:19 +0000 2014","2014-03-02 10:38:19","2014-05-05 21:59:19","2016-03-14 15:46:02"
"2355950858","Prize Crazy","TweetWin57918","753","89","97","0","0","http://t.co/jlIaA4LovD","en-gb","Hawaii",,,,,"http://pbs.twimg.com/profile_images/457368339707215872/6Fk3bvET_normal.jpeg","https://pbs.twimg.com/profile_banners/2355950858/1397880089","1","https://pbs.twimg.com/profile_background_images/457368418501410816/guYQf0j5.jpeg","333333","https://pbs.twimg.com/profile_images/457368339707215872/6Fk3bvET_normal.jpeg","FFFFFF",,"DDEEF6","http://pbs.twimg.com/profile_background_images/457368418501410816/guYQf0j5.jpeg","FFFFFF","7E0306","-36000",,,,,,"NOTICE TO WINNERS: A unique invitation code is necessary 2 enter our private sweeps. Click the link below:",,,"Sat Feb 22 07:19:00 +0000 2014","2014-02-22 08:19:00","2014-05-05 21:59:19","2016-03-14 15:46:02"
"2357744766","Prize World","Prizetopia67432","743","93","104","0","4","http://t.co/lVWwVDdjr6","en-gb","Hawaii",,,,,"http://pbs.twimg.com/profile_images/457050994052837376/zoP9iSom_normal.jpeg","https://pbs.twimg.com/profile_banners/2357744766/1397804428","1","https://pbs.twimg.com/profile_background_images/457051177281011713/Umspe5ay.jpeg","333333","https://pbs.twimg.com/profile_images/457050994052837376/zoP9iSom_normal.jpeg","FFFFFF",,"DDEEF6","http://pbs.twimg.com/profile_background_images/457051177281011713/Umspe5ay.jpeg","FFFFFF","7E0306","-36000",,,,,,"NOTICE TO WINNERS: A unique invitation code is necessary to enter our exclusive sweeps. Click the link below:",,,"Sun Feb 23 09:30:43 +0000 2014","2014-02-23 10:30:43","2014-05-05 21:59:19","2016-03-14 15:46:03"
"2362454995","Prize Rocket","PrizeFun52329","180","87","71","0","1","http://t.co/rPMDkKvchA","en-gb","Hawaii",,,,,"http://pbs.twimg.com/profile_images/461979077201506304/UVJZTts5_normal.jpeg","https://pbs.twimg.com/profile_banners/2362454995/1398979373","1","https://pbs.twimg.com/profile_background_images/461979171766292481/mLmFy92-.jpeg","333333","https://pbs.twimg.com/profile_images/461979077201506304/UVJZTts5_normal.jpeg","FFFFFF",,"DDEEF6","http://pbs.twimg.com/profile_background_images/461979171766292481/mLmFy92-.jpeg","FFFFFF","7E0306","-36000",,,,,,"NOTE TO WINNERS: A unique invitation code is necessary to enter our exclusive sweeps. Click the link below:",,,"Wed Feb 26 09:57:57 +0000 2014","2014-02-26 10:57:57","2014-05-05 21:59:19","2016-03-14 15:46:03"
"2338402742","Meinir Biggerstaff","TweetLotto88583","802","17","40","0","0",,"en","Hawaii",,,,,"http://pbs.twimg.com/profile_images/456656925422149632/x2Ju7kQ7_normal.jpeg","https://pbs.twimg.com/profile_banners/2338402742/1397710477","1","https://pbs.twimg.com/profile_background_images/456656981026021377/fnfMfeLN.jpeg","333333","https://pbs.twimg.com/profile_images/456656925422149632/x2Ju7kQ7_normal.jpeg","FFFFFF",,"DDEEF6","http://pbs.twimg.com/profile_background_images/456656981026021377/fnfMfeLN.jpeg","FFFFFF","7E0306","-36000",,,,,,,,,"Tue Feb 11 13:44:26 +0000 2014","2014-02-11 14:44:26","2014-05-05 21:59:19","2016-03-14 15:46:03"
"2358695780","Prize Giveaways","Prizetopia78822","713","87","98","0","3","http://t.co/EFeGOZeSPP","en-gb","Hawaii",,,,,"http://pbs.twimg.com/profile_images/457365765503471616/BLLhbvDx_normal.jpeg","https://pbs.twimg.com/profile_banners/2358695780/1397879475","1","https://pbs.twimg.com/profile_background_images/457365871346728960/UniJZlxv.jpeg","333333","https://pbs.twimg.com/profile_images/457365765503471616/BLLhbvDx_normal.jpeg","FFFFFF",,"DDEEF6","http://pbs.twimg.com/profile_background_images/457365871346728960/UniJZlxv.jpeg","FFFFFF","7E0306","-36000",,,,,,"NOTE TO WINNERS: A unique invitation code is needed to enter our exclusive contest. Click the link below:",,,"Mon Feb 24 00:27:21 +0000 2014","2014-02-24 01:27:21","2014-05-05 21:59:19","2016-03-14 15:46:03"
"2359263012","Prize Rocket","Prizetopia55944","761","85","92","0","2","http://t.co/UvFOHWkgWR","en-gb","Hawaii",,,,,"http://pbs.twimg.com/profile_images/457049860181487616/nayu9QfN_normal.jpeg","https://pbs.twimg.com/profile_banners/2359263012/1397804156","1","https://pbs.twimg.com/profile_background_images/457049977265467392/UTfEtrMm.jpeg","333333","https://pbs.twimg.com/profile_images/457049860181487616/nayu9QfN_normal.jpeg","FFFFFF",,"DDEEF6","http://pbs.twimg.com/profile_background_images/457049977265467392/UTfEtrMm.jpeg","FFFFFF","7E0306","-36000",,,,,,"NOTE TO WINNERS: A unique invitation code is needed to enter our private contest. Click the link below:",,,"Mon Feb 24 09:58:44 +0000 2014","2014-02-24 10:58:44","2014-05-05 21:59:19","2016-03-14 15:46:04"
"2362409005","Prize Crazy","PrizeFun39889","192","94","90","0","2","http://t.co/eF4NFWDVQ1","en-gb","Hawaii",,,,,"http://pbs.twimg.com/profile_images/461979078002630656/l9BmaHv4_normal.jpeg","https://pbs.twimg.com/profile_banners/2362409005/1398979373","1","https://pbs.twimg.com/profile_background_images/461979172265418752/sphMB8K0.jpeg","333333","https://pbs.twimg.com/profile_images/461979078002630656/l9BmaHv4_normal.jpeg","FFFFFF",,"DDEEF6","http://pbs.twimg.com/profile_background_images/461979172265418752/sphMB8K0.jpeg","FFFFFF","7E0306","-36000",,,,,,"NOTICE TO WINNERS: A unique prize code is needed 2 enter our private sweeps. Click the link below:",,,"Wed Feb 26 09:11:28 +0000 2014","2014-02-26 10:11:28","2014-05-05 21:59:19","2016-03-14 15:46:04"
"2360699940","Prize Crazy","Prizetopia55036","733","86","96","0","2","http://t.co/Y3iizGhgw2","en-gb","Hawaii",,,,,"http://pbs.twimg.com/profile_images/457048917528424449/c9tKO7tf_normal.jpeg","https://pbs.twimg.com/profile_banners/2360699940/1397803937","1","https://pbs.twimg.com/profile_background_images/457049044116717568/ktB77Bhl.jpeg","333333","https://pbs.twimg.com/profile_images/457048917528424449/c9tKO7tf_normal.jpeg","FFFFFF",,"DDEEF6","http://pbs.twimg.com/profile_background_images/457049044116717568/ktB77Bhl.jpeg","FFFFFF","7E0306","-36000",,,,,,"NOTE TO WINNERS: A unique invitation code is necessary 2 enter our exclusive contest. Click the link below:",,,"Tue Feb 25 07:46:26 +0000 2014","2014-02-25 08:46:26","2014-05-05 21:59:19","2016-03-14 15:46:04"
